"","X","gen","class","primary_cat","sub_cat","infr_desc","infr_date","harm","sex","party","dup","year","event_unique_id","subject","notes","X.1","null","deans_date","month","semester","term","month_year"
"1371",1510,"Female",2016,"Drugs","Other drugs","distribution of a prescription drug, in that she made ritalin patch available to another student at her request, despite the fact that other student did not have a prescription.",2013-05-01,"0","0","0",1,"2013","2013-05-01_Drugs_0_0_0_1",2,"",NA,"1","0","May","Spring","Spring 2013","May 2013"
"1372",1998,"Female",2015,"Alcohol","Host: drinking games/excessive drinking","violations involving dishonesty in university matters, misappropriation of funds, fraud/theft, and alcohol policy during the course of her work as director of the formal services agency. full details below and in penalty letter.",2013-05-01,"0","0","0",1,"2013","2013-05-01_Alcohol_0_0_0_1",1,"",NA,"1","0","May","Spring","Spring 2013","May 2013"
"1373",1999,"Female",2015,"Dishonesty/Fraud","Dishonesty in Univ. matters","violations involving dishonesty in university matters, misappropriation of funds, fraud/theft, and alcohol policy during the course of her work as director of the formal services agency. full details below and in penalty letter.",2013-05-01,"0","0","0",1,"2013","2013-05-01_Dishonesty/Fraud_0_0_0_1",1,"",NA,"1","0","May","Spring","Spring 2013","May 2013"
"1374",2000,"Female",2015,"Dishonesty/Fraud","Other fraud","violations involving dishonesty in university matters, misappropriation of funds, fraud/theft, and alcohol policy during the course of her work as director of the formal services agency. full details below and in penalty letter.",2013-05-01,"0","0","0",1,"2013","2013-05-01_Dishonesty/Fraud_0_0_0_1",1,"",NA,"1","0","May","Spring","Spring 2013","May 2013"
"1375",2001,"Female",2015,"Theft","Other theft/misappropriation","violations involving dishonesty in university matters, misappropriation of funds, fraud/theft, and alcohol policy during the course of her work as director of the formal services agency. full details below and in penalty letter.",2013-05-01,"0","0","0",1,"2013","2013-05-01_Theft_0_0_0_1",1,"",NA,"1","0","May","Spring","Spring 2013","May 2013"
"1376",1429,"Male",2016,"Disorderly Conduct","Unauthorized entry","found sleeping the in center for jewish life after it closed at 1am. was compliant and left when instructed to do so.",2013-05-03,"0","0","0",0,"2013","2013-05-03_Disorderly Conduct_0_0_0_0",1,"",NA,"1","0","May","Spring","Spring 2013","May 2013"
"1377",1444,"Male",2016,"Disorderly Conduct","Unauthorized entry","unauthorized entry of firestone library after hours, via a construction door. construction area was clearly marked.",2013-05-03,"0","0","0",1,"2013","2013-05-03_Disorderly Conduct_0_0_0_1",1,"",NA,"1","0","May","Spring","Spring 2013","May 2013"
"1378",1445,"Male",2016,"Disorderly Conduct","Unauthorized entry","unauthorized entry of firestone library after hours, via a construction door. construction area was clearly marked.",2013-05-03,"0","0","0",1,"2013","2013-05-03_Disorderly Conduct_0_0_0_1",2,"",NA,"1","0","May","Spring","Spring 2013","May 2013"
"1379",1446,"Male",2016,"Disorderly Conduct","Unauthorized entry","unauthorized entry of firestone library after hours, via a construction door. construction area was clearly marked.",2013-05-03,"0","0","0",1,"2013","2013-05-03_Disorderly Conduct_0_0_0_1",3,"",NA,"1","0","May","Spring","Spring 2013","May 2013"
"1380",1408,"Female",2015,"Assault","Assault of student","pushed another student (her roommate) in the chest with two open hands during a verbal altercation.",2013-05-04,"1","0","0",0,"2013","2013-05-04_Assault_1_0_0_0",1,"",NA,"0","0","May","Spring","Spring 2013","May 2013"
"1381",1413,"Male",2013,"Disorderly Conduct","Non-cooperation with DPS/police","student smoked marijuana, and on being confronted, fled from police.",2013-05-04,"0","0","1",1,"2013","2013-05-04_Disorderly Conduct_0_0_1_1",1,"",NA,"0","0","May","Spring","Spring 2013","May 2013"
"1382",1414,"Male",2013,"Drugs","Possession/use of marijuana","student smoked marijuana, and on being confronted, fled from police.",2013-05-04,"0","0","1",1,"2013","2013-05-04_Drugs_0_0_1_1",1,"",NA,"0","0","May","Spring","Spring 2013","May 2013"
"1383",1416,"Female",2014,"Alcohol","Minor in possession in common area","minor in possession of alcohol which was purchased using a fake id.",2013-05-04,"0","0","1",1,"2013","2013-05-04_Alcohol_0_0_1_1",1,"",NA,"0","0","May","Spring","Spring 2013","May 2013"
"1384",1417,"Female",2014,"Alcohol","Possession/use of fake ID","minor in possession of alcohol which was purchased using a fake id.",2013-05-04,"0","0","1",1,"2013","2013-05-04_Alcohol_0_0_1_1",2,"",NA,"0","0","May","Spring","Spring 2013","May 2013"
"1385",1418,"Female",2014,"Disorderly Conduct","Non-cooperation with medical personnel","left uhs without permission, despite the fact that staff informed her that she was not permitted to leave without being cleared by a physician.",2013-05-04,"0","0","0",0,"2013","2013-05-04_Disorderly Conduct_0_0_0_0",1,"",NA,"1","0","May","Spring","Spring 2013","May 2013"
"1386",1421,"Male",2016,"Alcohol","Failure to call for help","failed to call immediately for help on behalf of a high school student who was staying with him on campus as a guest, after the high school student became severely intoxicated and vomited at a party they attended.",2013-05-04,"0","0","1",0,"2013","2013-05-04_Alcohol_0_0_1_0",1,"",NA,"0","0","May","Spring","Spring 2013","May 2013"
"1387",1407,"Female",2014,"Theft","Theft/misappropriation of University property","student drove a pace center vehicle to new brunswick on a personal errand, although she only had permission to drive it locally in order to attend emt training in princeton.",2013-05-09,"0","0","0",0,"2013","2013-05-09_Theft_0_0_0_0",1,"",NA,"1","0","May","Spring","Spring 2013","May 2013"
"1388",1426,"Male",2016,"Alcohol","Minor in possession in common area","possession of alcohol in a common area (carried six-pack of beer across nassau street to help his friend).",2013-05-09,"0","0","1",1,"2013","2013-05-09_Alcohol_0_0_1_1",1,"",NA,"0","0","May","Spring","Spring 2013","May 2013"
"1389",1427,"Male",2016,"Alcohol","Possession with intent to serve: low risk","student purchased beer and wine with fake id with intent to serve.",2013-05-09,"0","0","1",1,"2013","2013-05-09_Alcohol_0_0_1_1",2,"",NA,"0","0","May","Spring","Spring 2013","May 2013"
"1390",1428,"Male",2016,"Alcohol","Possession/use of fake ID","student purchased beer and wine with fake id with intent to serve.",2013-05-09,"0","0","1",1,"2013","2013-05-09_Alcohol_0_0_1_1",3,"",NA,"0","0","May","Spring","Spring 2013","May 2013"
"1391",1460,"Male",2016,"Alcohol","Serving to/by minors: high risk","hard alcohol was available to underage students in you room.",2013-05-09,"0","0","1",1,"2013","2013-05-09_Alcohol_0_0_1_1",1,"",NA,"0","0","May","Spring","Spring 2013","May 2013"
"1392",1461,"Male",2016,"Alcohol","Serving to/by minors: high risk","hard alcohol was available to underage students in you room.",2013-05-09,"0","0","1",1,"2013","2013-05-09_Alcohol_0_0_1_1",1,"",NA,"0","0","May","Spring","Spring 2013","May 2013"
"1393",1462,"Male",2016,"Alcohol","Serving to/by minors: high risk","student made hard alcohol available to minors.",2013-05-09,"0","0","1",1,"2013","2013-05-09_Alcohol_0_0_1_1",1,"",NA,"0","0","May","Spring","Spring 2013","May 2013"
"1394",1454,"Male",2016,"Dishonesty/Fraud","Dishonesty with DPS","while intoxicated, student picked up and  threw a lamppost cover, shattering it.  breaking of lamppost cover was inadvertent but student's actions were reckless.  student also provided false name to dps.",2013-05-10,"0","0","1",1,"2013","2013-05-10_Dishonesty/Fraud_0_0_1_1",1,"",NA,"0","0","May","Spring","Spring 2013","May 2013"
"1395",1455,"Male",2016,"Property Damage & Vandalism","Damage of University property","while intoxicated, student picked up and  threw a lamppost cover, shattering it.  breaking of lamppost cover was inadvertent but student's actions were reckless.  student also provided false name to dps.",2013-05-10,"0","0","1",1,"2013","2013-05-10_Property Damage & Vandalism_0_0_1_1",1,"",NA,"0","0","May","Spring","Spring 2013","May 2013"
"1396",1422,"Male",2017,"Alcohol","Possession with intent to serve: low risk","student purchased alcohol with a fake id, with intent to serve.",2013-05-14,"0","0","1",1,"2013","2013-05-14_Alcohol_0_0_1_1",1,"",NA,"0","1","May","Spring","Spring 2013","May 2013"
"1397",1423,"Male",2017,"Alcohol","Possession/use of fake ID","student purchased alcohol with a fake id, with intent to serve.",2013-05-14,"0","0","1",1,"2013","2013-05-14_Alcohol_0_0_1_1",2,"",NA,"0","1","May","Spring","Spring 2013","May 2013"
"1398",1424,"Male",2017,"Alcohol","Possession with intent to serve: low risk","student purchased beer and malt beverages with fake id with intent to serve.",2013-05-14,"0","0","1",1,"2013","2013-05-14_Alcohol_0_0_1_1",3,"",NA,"0","1","May","Spring","Spring 2013","May 2013"
"1399",1425,"Male",2017,"Alcohol","Possession/use of fake ID","student purchased beer and malt beverages with fake id with intent to serve.",2013-05-14,"0","0","1",1,"2013","2013-05-14_Alcohol_0_0_1_1",4,"",NA,"0","1","May","Spring","Spring 2013","May 2013"
"1400",1430,"Male",2015,"Disorderly Conduct","Non-cooperation with medical personnel","student left uhs in the morning before being discharged despite explicit and repeated instructions to remain at mccosh.",2013-05-15,"0","0","0",0,"2013","2013-05-15_Disorderly Conduct_0_0_0_0",1,"",NA,"1","0","May","Spring","Spring 2013","May 2013"
"1401",1431,"Male",2014,"Alcohol","Open container in common area","of-age student in possession of open container of beer in campus club, in the company of other of-age students.",2013-05-15,"0","0","1",1,"2013","2013-05-15_Alcohol_0_0_1_1",1,"",NA,"0","0","May","Spring","Spring 2013","May 2013"
"1402",1432,"Male",2014,"Alcohol","Open container in common area","of-age student in possession of open container of beer in campus club, in the company of other of-age students.",2013-05-15,"0","0","1",1,"2013","2013-05-15_Alcohol_0_0_1_1",2,"",NA,"0","0","May","Spring","Spring 2013","May 2013"
"1403",1433,"Male",2014,"Alcohol","Open container in common area","of-age student in possession of open container of beer in campus club, in the company of other of-age students.",2013-05-15,"0","0","1",1,"2013","2013-05-15_Alcohol_0_0_1_1",3,"",NA,"0","0","May","Spring","Spring 2013","May 2013"
"1404",1434,"Male",2013,"Alcohol","Open container in common area","of-age student in possession of open container of beer in campus club, in the company of other of-age students.",2013-05-15,"0","0","1",1,"2013","2013-05-15_Alcohol_0_0_1_1",4,"",NA,"0","0","May","Spring","Spring 2013","May 2013"
"1405",1447,"Male",2016,"Disorderly Conduct","Other disorderly conduct","student disrupted others at 3am by knocking on doors and kicking trash bins around in forbes college.",2013-05-15,"1","0","1",0,"2013","2013-05-15_Disorderly Conduct_1_0_1_0",1,"",NA,"0","0","May","Spring","Spring 2013","May 2013"
"1406",1420,"Female",2016,"Alcohol","Serving to/by minors: high risk","served alcohol to a high school student who was staying with her on campus as a guest.",2013-05-17,"0","0","1",0,"2013","2013-05-17_Alcohol_0_0_1_0",1,"",NA,"0","0","May","Spring","Spring 2013","May 2013"
"1407",1436,"Male",2016,"Dishonesty/Fraud","Fake ID: no alcohol","possession of fraudulent louisiana driver's license.",2013-05-19,"0","0","0",0,"2013","2013-05-19_Dishonesty/Fraud_0_0_0_0",1,"",NA,"1","0","May","Spring","Spring 2013","May 2013"
"1408",1435,"Female",2016,"Disorderly Conduct","Other disorderly conduct","student threw a chunk of ice out of fourth floor window which struck another student on the head as she was passing the area.",2013-05-20,"1","0","0",0,"2013","2013-05-20_Disorderly Conduct_1_0_0_0",1,"",NA,"0","0","May","Spring","Spring 2013","May 2013"
"1409",1448,"Female",2016,"Disorderly Conduct","Unauthorized entry","accessed the roof of lewis library after it was closed on may 22, 2013 and slept there.",2013-05-22,"0","0","1",1,"2013","2013-05-22_Disorderly Conduct_0_0_1_1",1,"",NA,"0","0","May","Spring","Spring 2013","May 2013"
"1410",1449,"Female",2014,"Disorderly Conduct","Unauthorized entry","accessed the roof of lewis library after it was closed on may 22, 2013 and slept there.",2013-05-22,"0","0","1",1,"2013","2013-05-22_Disorderly Conduct_0_0_1_1",2,"",NA,"0","0","May","Spring","Spring 2013","May 2013"
"1411",1450,"Female",2016,"Disorderly Conduct","Unauthorized entry","accessed the roof of lewis library after it was closed on may 22, 2013, and slept there.",2013-05-22,"0","0","1",1,"2013","2013-05-22_Disorderly Conduct_0_0_1_1",3,"",NA,"0","0","May","Spring","Spring 2013","May 2013"
"1412",1451,"Female",2016,"Health and Safety","Elevated surface","accessed the roof of lewis library after it was closed on may 22, 2013 and slept there.",2013-05-22,"0","0","1",1,"2013","2013-05-22_Health and Safety_0_0_1_1",1,"",NA,"0","0","May","Spring","Spring 2013","May 2013"
"1413",1452,"Female",2014,"Health and Safety","Elevated surface","accessed the roof of lewis library after it was closed on may 22, 2013 and slept there.",2013-05-22,"0","0","1",1,"2013","2013-05-22_Health and Safety_0_0_1_1",2,"",NA,"0","0","May","Spring","Spring 2013","May 2013"
"1414",1453,"Female",2016,"Health and Safety","Elevated surface","accessed the roof of lewis library after it was closed on may 22, 2013, and slept there.",2013-05-22,"0","0","1",1,"2013","2013-05-22_Health and Safety_0_0_1_1",3,"",NA,"0","0","May","Spring","Spring 2013","May 2013"
"1415",1471,"Female",2015,"Alcohol","Other alcohol","alcohol violation at a party where minors were present with high risk drinking taking place.",2013-05-24,"0","0","1",1,"2013","2013-05-24_Alcohol_0_0_1_1",1,"",NA,"0","0","May","Spring","Spring 2013","May 2013"
"1416",1472,"Female",2015,"Alcohol","Serving to/by minors: high risk","alcohol violation, in that high risk drinking was taking place at a party that she hosted with minors in attendance.",2013-05-24,"0","0","1",1,"2013","2013-05-24_Alcohol_0_0_1_1",2,"",NA,"0","0","May","Spring","Spring 2013","May 2013"
"1417",1437,"Male",2016,"Alcohol","Participant: drinking games/excessive drinking","student played a drinking game, beer pong, in a dorm room.",2013-05-25,"0","0","1",1,"2013","2013-05-25_Alcohol_0_0_1_1",2,"",NA,"0","0","May","Spring","Spring 2013","May 2013"
"1418",1438,"Male",2016,"Alcohol","Participant: drinking games/excessive drinking","student played a drinking game, beer pong, in a dorm room.",2013-05-25,"0","0","1",1,"2013","2013-05-25_Alcohol_0_0_1_1",2,"",NA,"0","0","May","Spring","Spring 2013","May 2013"
"1419",1440,"Male",2016,"Alcohol","Participant: drinking games/excessive drinking","student played a drinking game, beer pong, in a dorm room.",2013-05-25,"0","0","1",1,"2013","2013-05-25_Alcohol_0_0_1_1",3,"",NA,"0","0","May","Spring","Spring 2013","May 2013"
"1420",1456,"Male",2014,"Dishonesty/Fraud","Dishonesty in Univ. matters","student stayed in university housing past contract date, sent fraudulent email to university housing administrator purporting to be an alumnus, and was repeatedly uncooperative with dps about identity and reason for stay.",2013-05-28,"0","0","0",1,"2013","2013-05-28_Dishonesty/Fraud_0_0_0_1",1,"",NA,"1","0","May","Spring","Spring 2013","May 2013"
